99|Fruit Salsa|https://www.edamam.com/web-img/86f/86f024ea18f961765b6f7342b037a025.jpg|http://www.finecooking.com/recipes/fruit-salsa.aspx|http://www.edamam.com/recipe/fruit-salsa-9712521081cdc41f2ade0c9ff9ffd30c/fruit|"{""1-1/2 cups fruit (see the note above), cut into small dice, or cooked corn kernels"",""1/4 yellow or red bell pepper, cut into small dice"",""1/2 tsp. ground cumin or chili powder (optional)"",""1 fresh jalapeño or other hot chile, cored, seeded, and minced"",""1/4 medium red onion, cut into small dice, or 2 scallions (white and light green parts), thinly sliced"",""2 Tbs. fresh lime juice or rice vinegar"",""Salt and freshly ground black pepper"",""1 Tbs. minced fresh cilantro or parsley""}"|4|82|17|2|2|1|224|61|203|0|0
100|Tea Fruit Cake|https://www.edamam.com/web-img/fda/fdac2f8a42eb436203c57fa13f194373.jpg|http://www.bbcgoodfood.com/recipes/13356/tea-fruit-cake|http://www.edamam.com/recipe/tea-fruit-cake-fd4011723edc267b120fff4201ef3e2a/fruit|"{""1 beaten egg"",""400 g dried mixed fruit"",""300 g plain flour"",""1 tsp cinnamon"",""300 g granulated sugar"",""1 tsp baking powder"",""1 tsp nutmeg""}"|8|319|74|5|2|1|93|115|57|1|0
101|Pb And Grapes On Toast|https://www.edamam.com/web-img/7e7/7e7f8b76e93dae3730f6192abd900c9b.jpg|http://www.self.com/club/recipes/snack/pb-grapes-toast|http://www.edamam.com/recipe/pb-and-grapes-on-toast-cf2bec49df4162ba5e39513fc5318513/toast|"{""1 slice whole-wheat toast"",""2 tsp peanut butter"",""7 halved grapes""}"|2|82|11|3|1|3|90|44|73|1|1
102|"Baguette Toast ""Crackers"" Recipe"|https://www.edamam.com/web-img/065/06514af5a69c59df20e6c2d7fdd6a87f.jpg|http://www.seriouseats.com/recipes/2015/10/baguette-toast-crackers-recipe.html|http://www.edamam.com/recipe/baguette-toast-crackers-recipe-24a66343836ad93dbdae4de2364fb155/toast|"{""1 baguette, very thinly sliced on the bias"",""Extra-virgin olive oil, for drizzling"",""Kosher salt and freshly ground black pepper""}"|40|21|4|1|0|0|9|8|45|0|0
103|Tuna On Toast|https://www.edamam.com/web-img/217/217e0418412680f846e046881dd805ac.jpg|http://www.epicurious.com/recipes/food/views/Tuna-on-Toast-358711|http://www.edamam.com/recipe/tuna-on-toast-7b689db4572032484c042c8756dfdc1a/toast|"{""1 tablespoon extra-virgin olive oil (preferably Spanish)"",""1 medium yellow onion, thinly sliced"",""1/2 teaspoon sea salt, divided"",""4 plum tomatoes, halved lengthwise"",""1 baguette, cut into 16 slices (1/2 inch each) and toasted"",""1 can (6 ounces) Spanish oil-packed bonito tuna (such as Ortiz), drained and flaked"",""1 tablespoon chopped fresh chives""}"|8|146|22|9|1|3|177|81|280|2|0
104|Radish Toast|https://www.edamam.com/web-img/219/219051e7074b7d438a0e2d42bb79a6e7.jpg|http://www.thekitchn.com/weekend-snack-radish-toasts-143226|http://www.edamam.com/recipe/radish-toast-3a9b58503f6ccead997e4e47b73a4048/toast|"{""Ficelle (or substitute a baguette, but I enjoy the smaller size of the ficelle for this recipe), cut into 1/2-inch-thick slices"",""Generous pats of high-quality butter (I enjoy locally-made Larsen's Cremerie Classique butter )"",""6 radishes, finely sliced"",""A few sprigs of flat-leaf parsley, roughly chopped"",""Pinch of kosher salt and freshly-ground black pepper""}"|4|216|40|8|2|3|132|83|459|3|1
105|Broiled Apricot and Cheese Toast|https://www.edamam.com/web-img/dd7/dd7a0609bcdab4b307a47efbb733cafc.jpg|http://www.marthastewart.com/314717/broiled-apricot-and-cheese-toast|http://www.edamam.com/recipe/broiled-apricot-and-cheese-toast-3b0c8dd4d700db1bde416ebe9d3c4585/toast|"{""2 teaspoons apricot jam"",""1 slice whole-grain bread, lightly toasted"",""2 tablespoons low-fat (1 percent) cottage cheese, or part-skim ricotta"",""Pinch of ground cinnamon""}"|1|138|22|7|2|2|108|112|220|1|1
106|Cream Cheese Toast|https://www.edamam.com/web-img/f93/f93ba91056168c42c0ed6496cd44d6a5.jpg|http://www.self.com/drop10/recipes/snack/2013/cream-cheese-toast|http://www.edamam.com/recipe/cream-cheese-toast-ddd1e7e8d76d16ee474b7be52e62059b/toast|"{""1 slice whole-wheat toast"",""1 tbsp light cream cheese"",""5 halved grapes"",""1/4 apple""}"|2|83|12|2|1|3|85|35|99|1|2
107|Grilled Garlic Toast|https://www.edamam.com/web-img/53b/53ba64a25a3828c65d5fdece1d873519.jpg|http://food52.com/recipes/23045-grilled-garlic-toast|http://www.edamam.com/recipe/grilled-garlic-toast-f48d1f9b61c9fda9e9592fe0b9f6a4ad/toast|"{""6 slices good country bread (the kind that"",""Olive oil"",Salt,""1 clove garlic, peeled and halved""}"|4|123|21|5|2|2|80|66|221|2|0
108|Toast With Yogurt And Smoked Salmon|https://www.edamam.com/web-img/de9/de90539426e9ae3c8a0796b93ca24688.jpg|http://www.realsimple.com/food-recipes/browse-all-recipes/toast-yogurt-smoked-salmon|http://www.edamam.com/recipe/toast-with-yogurt-and-smoked-salmon-239bf04b52bb3c481ad5bccd63705ce1/toast|"{""2 large slices country bread, toasted"",""1/2 cup plain low-fat greek yogurt"",""4 ozs sliced smoked salmon"",""1/4 small red onion, thinly sliced"",""1 tbsp capers"",""Black pepper""}"|4|111|11|11|1|3|92|75|345|1|1
109|Garlic Toast|https://www.edamam.com/web-img/c9d/c9d0f0917f7797a6ec8fb09b7fc5be6c.jpg|http://www.delish.com/cooking/recipe-ideas/recipes/a3659/garlic-toast-recipe-8351/|http://www.edamam.com/recipe/garlic-toast-64196c34e21ceec4135fdb0c15af1440/toast|"{""4 slice country bread"",""1 clove garlic""}"|4|79|14|3|1|1|54|44|147|1|0
110|French Toast Dumplings|https://www.edamam.com/web-img/529/5296988d83aacf04c01b4d79624fcb06.jpeg|http://www.kitchendaily.com/recipe/french-toast-dumplings|http://www.edamam.com/recipe/french-toast-dumplings-320762a75b48ee446422c41e2e03636d/toast|"{""1 can of Pillsbury Grands flaky layers biscuit"",""1 ½ cup good quality maple syrup"",""⅓ cup brown sugar"",""1 tsp nutmeg"",""1 cup cinnamon sugar (1 part sugar to ½ part cinnamon)"",""1 dollop of mascarpone (optional)""}"|8|336|78|1|0|3|156|31|111|1|1
111|Broccoli|https://www.edamam.com/web-img/2ba/2babdf595faa43af14dd8ee0f886609c.jpg|http://www.goodhousekeeping.com/food-recipes/a9276/steamed-broccoli-garlic-recipes/|http://www.edamam.com/recipe/broccoli-2ffb480936f89facb15b00347e74950c/broccoli|"{""3 bag broccoli florets"",""3 tbsp. olive oil"",""3 clove garlic"",""1 tsp. grated fresh lemon peel"",""salt and pepper""}"|16|33|2|1|1|3|93|20|74|0|0
112|Broccoli Vichyssoise|https://www.edamam.com/web-img/db6/db674bb99b0dddc99d176755493a7ff1.jpg|https://food52.com/recipes/18326-broccoli-vichyssoise|http://www.edamam.com/recipe/broccoli-vichyssoise-b9ca14b527e5298222dfdb525c469e49/broccoli|"{""4 cups (or 1 quart) vegetable broth"",""2 potatoes (about 1 - 1 1/2 lbs) russets or golds"",""1 16 oz pkg frozen broccoli (or 1 lb fresh, trimmed)"",""1 cup unflavored soy milk or regular milk (1% is fine)"",""Salt and pepper to taste""}"|6|106|21|5|4|1|607|114|844|2|0
113|Sauteed Broccoli Rabe recipes|https://www.edamam.com/web-img/bc1/bc1371666be0292a3a72301f50b6b92b|http://www.marthastewart.com/339678/sauteed-broccoli-rabe|http://www.edamam.com/recipe/sauteed-broccoli-rabe-recipes-4a5bb11147640ec908863f777b66164c/broccoli|"{""2 bunches broccoli rabe"",""2 garlic cloves, sliced thin"",""1 tablespoon olive oil"",salt,""ground black pepper"",""lemon wedges""}"|6|55|5|5|4|3|306|112|361|3|0
114|Broccoli Parmesan Fritters recipes|https://www.edamam.com/web-img/9d1/9d11e74ff5db6f13fd834e7cc0502d71|https://smittenkitchen.com/2012/06/broccoli-parmesan-fritters/|http://www.edamam.com/recipe/broccoli-parmesan-fritters-recipes-311dbd4783d285af3578e41c309b43de/broccoli|"{""8 ounces (1 small-to-medium bundle, 225 grams) fresh broccoli (3 cups chopped)"",""1 large egg"",""1/2 cup (65 grams) all-purpose flour"",""1/3 cup (30 grams) finely grated parmesan cheese"",""1 small clove garlic, minced"",""1/2 teaspoon Kosher salt, plus more to taste"",""A pinch of red pepper flakes or several grinds of black pepper"",""olive oil""}"|9|61|7|3|1|2|100|59|98|1|1
115|Broccoli Baby Food Recipe|https://www.edamam.com/web-img/516/51671955205824532e2cf60f14872ab9.jpg|http://www.chowhound.com/recipes/broccoli-baby-food-18672|http://www.edamam.com/recipe/broccoli-baby-food-recipe-cb7728a45beb2bf25fd4adcf81d610ea/broccoli|"{""1 medium head broccoli, washed, tough ends trimmed, and cut into florets (about 12 ounces)"",""3 ounces formula, water, or breast milk""}"|2|129|22|10|8|3|1017|236|119|2|1
116|Roast Broccoli With Garam Masala|https://www.edamam.com/web-img/4c4/4c451e22fff59e8be69f950ac259dd03.jpg|http://www.bbcgoodfood.com/recipes/4369/|http://www.edamam.com/recipe/roast-broccoli-with-garam-masala-ac58115806649866d6f76eade126fc86/broccoli|"{""1 head broccoli , about 300g, cut into florets"",""olive oil"",""2.0 tsp garam masala""}"|4|73|11|4|4|3|490|101|51|1|0
117|Chinese Broccoli|https://www.edamam.com/web-img/8a4/8a47d0886aac5c112ed96f17ee828410.jpg|http://www.myrecipes.com/recipe/chinese-broccoli|http://www.edamam.com/recipe/chinese-broccoli-11866a5b6f42772ea969c7a77801a1a6/broccoli|"{""1 to 1 1/2 pounds chinese broccoli (gai lan) or regular broccoli (see notes)"",""2 tablespoons soy sauce"",""2 teaspoons asian (toasted) sesame oil""}"|6|55|8|3|2|2|23|9|360|3|0
118|Vegan Cream of Broccoli Soup|https://www.edamam.com/web-img/4e4/4e4a9468b84f9b1234d64a412e363263.jpg|http://www.bonappetit.com/recipe/vegan-cream-of-broccoli-soup|http://www.edamam.com/recipe/vegan-cream-of-broccoli-soup-6c9fa04ba9677846cb20984499cab8b9/broccoli|"{""2 bunches broccoli"",""1 tablespoon olive oil"",""1 onion, chopped"",""4 cups vegetable stock"",""1 russet potato, peeled, cut into 1” pieces"",""Kosher salt and freshly ground black pepper""}"|6|134|24|7|7|3|865|165|975|2|0
119|Healthy Broccoli and Cheese Soup|https://www.edamam.com/web-img/133/1331445c269f28feabfa33ec823eafe0.jpg|http://honestcooking.com/healthy-broccoli-cheese-soup-recipe/|http://www.edamam.com/recipe/healthy-broccoli-and-cheese-soup-55f0acad8abd38715c124d5be17a608b/broccoli|"{""1 pound frozen broccoli"",""1 medium onion, diced"",""1 teaspoon minced garlic"",""¾ cup almond milk"",""6 tablespoons nutritional yeast"",""¼ teaspoon garlic powder"",""2 teaspoons dijon mustard"",""1 cup canned pumpkin"",""2 cup low sodium vegetable broth"",""Salt and pepper, to taste (i used garlic salt, and i thought it was the perfect finishing touch!)""}"|4|152|24|17|12|2|585|131|905|3|0
120|Penne with anchovy, broccoli, chilli and garlic|https://www.edamam.com/web-img/7ba/7bad3776d72597affd8d8c4944e640e6.jpg|http://www.bbc.co.uk/food/recipes/penne_with_anchovy_19322|http://www.edamam.com/recipe/penne-with-anchovy-broccoli-chilli-and-garlic-c155f9bb612f263a2340f826c9a055be/broccoli|"{""400g/14oz dried penne pasta"",""1 x 50g/1¾oz tin anchovies in olive oil, oil reserved"",""2 garlic cloves, finely sliced"",""1 tsp chilli flakes (use half if you prefer less heat)"",""1 head of broccoli (about 350g/12oz), chopped into very small florets"",""Salt and black pepper""}"|4|455|86|21|8|3|797|326|621|3|1
121|Carrot Halwa|https://www.edamam.com/web-img/6b6/6b6d059217d67cb9b454edd6cded1144.JPG|https://food52.com/recipes/17405-carrot-halwa|http://www.edamam.com/recipe/carrot-halwa-89f04393fac1e0bf35e6175c9b710f38/carrot|"{""2 cups red carrot/orange carrot (shredded)"",""1/4 cup sugar"",""5 tablespoons ghee"",""2 cups milk"",""Few pinches cashews (roasted)"",""Few pinches broken cardamom""}"|4|276|21|4|1|20|260|114|74|0|12
122|Simple Orange-Carrot Juice Recipe|https://www.edamam.com/web-img/84a/84a21fc66c5236ed4eb0f3d173e7e8ff.jpg|http://www.seriouseats.com/recipes/2014/01/simple-orange-carrot-ginger-juice-recipe.html|http://www.edamam.com/recipe/simple-orange-carrot-juice-recipe-f2f2736d1554c88bdb8459f1ca562bd9/carrot|"{""1 tablespoon (1/4 ounce) fresh ginger juice, from about a 1/2-inch piece ginger"",""1 cup carrot juice from about 1/2 pound carrots"",""1 cup orange juice from about 3 oranges (2 peeled, 1 left unpeeled)""}"|2|106|24|2|1|0|607|72|80|1|0
123|Carrot Reduction|https://www.edamam.com/web-img/9b8/9b8775ea07942c2e88d8b016e15e9a67.jpg|http://www.pbs.org/food/recipes/carrot-reduction/|http://www.edamam.com/recipe/carrot-reduction-b1f19147390739dd3a15a64db75fc107/carrot|"{""1 cup carrot juice"",""1 pinch curry powder"",""1 ounce (2 tablespoons) rice wine vinegar"",""Salt and sugar to taste""}"|2|56|13|1|1|0|346|50|311|1|0
124|Carrot-Ginger Elixir|https://www.edamam.com/web-img/f12/f122ad06e71633a9edbb1fa9bb432a9a.jpg|http://www.bonappetit.com/recipe/carrot-ginger-elixir|http://www.edamam.com/recipe/carrot-ginger-elixir-1e5e28c2207208122c46798a9f2cf989/carrot|"{""1/3 cup raw sugar"",""2 tablespoons coarsely chopped peeled ginger"",""1 cup fresh carrot juice"",""1/2 cup fresh lime juice""}"|4|98|25|1|1|0|220|30|40|0|0
125|Carrot Bread|https://www.edamam.com/web-img/2df/2df6c9dd6c3c4c34b0e0eb61f7854db3.jpg|http://www.marthastewart.com/255146/carrot-bread|http://www.edamam.com/recipe/carrot-bread-e4e57c0365e235e0929dd6689a779f9e/carrot|"{""3 cups bread flour, plus more for dusting"",""1 1/4 teaspoons table salt"",""1/4 teaspoon instant or other active dry yeast"",""1 1/2 cups freshly squeezed carrot juice"",""3/4 cup currants"",""3/4 cup coarsely chopped walnuts"",""1 tablespoon cumin seeds""}"|10|253|43|7|3|7|291|102|225|3|1
126|Carrot Cake Smoothie recipes|https://www.edamam.com/web-img/522/5227929e532615cf7e2d2cd92c3cd215|http://www.epicurious.com/recipes/food/views/carrot-cake-smoothie-51257340|http://www.edamam.com/recipe/carrot-cake-smoothie-recipes-833e6c97104237780ca1d9d5426c57b6/carrot|"{""2 tablespoons unsweetened shredded coconut (or flakes)"",""2 tablespoons roughly chopped walnuts"",""3/4 cup grated carrot (1 large carrot)"",""1/2 cup frozen peeled orange segments"",""1/2 banana, sliced and frozen"",""1/2 cup low-fat Greek yogurt"",""1 teaspoon honey"",""1/4 teaspoon ground cinnamon"",""1 teaspoon vanilla extract"",""1/2 cup coconut water""}"|1|453|53|20|10|20|1046|147|231|2|9
127|Carrot Soup|https://www.edamam.com/web-img/23d/23dc25a4dd9d3fcfc778e94130a3cd35.jpg|http://www.saveur.com/article/Recipes/Carrot-Soup|http://www.edamam.com/recipe/carrot-soup-64e739d40fbdcf360902463839c8dcc1/carrot|"{""2½ lbs. carrots"",""Juice of 6 oranges (about 2 cups)"",""1 tsp. orange-flower water""}"|4|147|35|3|10|1|1026|108|196|1|0
128|Carrot Puree|https://www.edamam.com/web-img/147/147c2a233bb5ec0a7ed574426d0391bc.jpg|http://www.lottieanddoof.com/2012/03/carrot-puree-dukkah/|http://www.edamam.com/recipe/carrot-puree-ecce84cd9d9c0e019cdef5a501048b18/carrot|"{""2 pounds carrots, peeled and cut into 2-inch lengths"",""6 tablespoons extra virgin olive oil, plus more for dipping"",""3 tablespoons white wine vinegar"",""5 teaspoons harissa"",""3/4 teaspoon ground cumin"",""1/2 teaspoon ground ginger"",""Kosher Salt and pepper to taste""}"|6|186|15|2|4|14|522|56|412|1|2
129|Helen’s chickpea, leek & carrot stew|https://www.edamam.com/web-img/791/79166d26c575b0ce092806e3500046b8.jpg|http://www.jamieoliver.com/recipes/vegetables-recipes/helen-s-chickpea-leek-carrot-stew/|http://www.edamam.com/recipe/helen-s-chickpea-leek-carrot-stew-6f2f758575887db0933d940dd38484bd/carrot|"{""1 small leek"",""1 small carrot"",""½ tablespoon olive oil"",""1 x 210 g tin of chickpeas"",""2 tablespoons natural yoghurt""}"|2|162|22|6|6|6|313|118|322|2|1
130|Apricot, carrot and almond jam|https://www.edamam.com/web-img/a5d/a5da844dd39cf4a276fe22e3762a8bee.jpg|http://www.bbc.co.uk/food/recipes/apricot_carrot_and_60812|http://www.edamam.com/recipe/apricot-carrot-and-almond-jam-766e615f2be36b5f0fd042d78f19f163/carrot|"{""100g/3½oz carrot, grated, peeled"",""600g/1lb 5oz fresh apricots"",""5cm/2in piece fresh ginger, peeled, grated"",""400g/14oz granulated or caster sugar"",""1 small lemon, juice only"",""50g/2oz chopped almonds""}"|8|273|62|3|3|3|293|53|10|1|0
131|Onion Jam|https://www.edamam.com/web-img/ed3/ed3f0a55c5327b3119c83f3ed0db0f1c.jpg|http://notwithoutsalt.com/shortbread-two-ways-2/|http://www.edamam.com/recipe/onion-jam-b796f1d3ec5d04a359cf998f2903fde1/onion|"{""1 tbsp unsalted butter"",""2 medium sweet onions, julienned"",""1/2 cup sugar"",""1/3 cup dry red wine"",""1/3 cup red wine vinegar"",""1/3 cup grenadine"",Salt}"|4|261|56|1|1|3|229|51|588|1|2
132|Apple-Onion Chutney Recipe|https://www.edamam.com/web-img/e50/e50b5179cc606195c0af81af61cbf02b.jpg|http://leitesculinaria.com/76699/recipes-apple-onion-chutney.html|http://www.edamam.com/recipe/apple-onion-chutney-recipe-f3f6f0f60e212e190531b422643eb2c0/onion|"{""3 pounds fallen cooking apples, peeled, cored, and sliced"",""1 onion, peeled and chopped"",""Four 14-ounce cans chopped tomatoes"",""1 1/3 cups golden raisins"",""3 cups granulated sugar"",""2 teaspoons curry powder"",""2 teaspoons ground ginger"",""1 heaping teaspoon salt"",""2 cups malt vinegar"",""3 large, relatively mild red chili peppers, seeded and chopped (optional; use only if you wish to make a fiesty windfall chutney)""}"|12|340|85|2|6|1|555|65|352|1|0
133|Charred Onion Dip|https://www.edamam.com/web-img/895/8955e8315a874aea3bcafa85ac8abd33.jpg|http://www.lottieanddoof.com/2009/06/charred-onion-dip/|http://www.edamam.com/recipe/charred-onion-dip-5d586ce9dafc3e4b4da3583c75022a7b/onion|"{""2 cup Sour Cream"",""1 tbsp Mascarpone Cheese (I am sure you could use cream cheese)"",""2 tsp whole-grain mustard"",""6 dash Tabasco Sauce"",""2 tbsp Chives finely sliced"",""1/2 x lemon juice"",""2 dash Worcestershire Sauce"",""2 1/2 inch red onion thick slices charred, finely chopped"",""Kosher salt and freshly ground black pepper to taste""}"|6|180|8|2|1|16|206|110|325|0|9
134|Onion Frittata|https://www.edamam.com/web-img/c56/c564ac19ff56914d134137931d99fef2.jpg|http://www.bonappetit.com/recipes/2011/05/onion-frittata|http://www.edamam.com/recipe/onion-frittata-8537fb2ecb6a1a60d90ae133d17cf685/onion|"{""8 large eggs"",""1/2 cup finely grated Parmesan"",""3 large fresh basil leaves, torn into pieces"",""3 large fresh sage leaves, minced"",""1 tsp. minced fresh rosemary"",""1/4 tsp. kosher salt"",""1/8 tsp. freshly ground black pepper"",""3 Tbsp. extra-virgin olive oil"",""1 cup thinly sliced onion"",""1/3 cup whole-milk ricotta""}"|4|339|5|20|1|26|228|338|408|2|9
135|Tomato Sauce With Onion And Butter|https://www.edamam.com/web-img/4b9/4b9c5f85ae805805028c03bd87b089ea.jpg|http://smittenkitchen.com/2010/01/tomato-sauce-with-butter-and-onions/|http://www.edamam.com/recipe/tomato-sauce-with-onion-and-butter-f0abcbf4f455d2ac54feadfa65299ee4/onion|"{""28 ounces (800 grams) whole peeled tomatoes from a can (San Marzano, if you can find them)*"",""5 tablespoons (70 grams) unsalted butter"",""1 medium-sized yellow onion, peeled and halved"",""Salt to taste""}"|4|172|10|2|3|15|515|60|566|1|9
136|Onion Rings|https://www.edamam.com/web-img/1eb/1eb58ffed03d3faa6d91d6a33132b140.jpg|http://www.marthastewart.com/351193/onion-rings|http://www.edamam.com/recipe/onion-rings-b61782ac38da26fd9259d8052ba0f8f5/onion|"{""4 cups canola oil, for frying"",""1 cup rice flour"",""2 large egg whites"",""Coarse salt"",""1 cup lager beer"",""1/4 teaspoon cayenne pepper"",""1 large yellow onion, trimmed and sliced 1/4 inch thick""}"|4|400|37|5|2|24|130|61|410|0|2
168|Homemade Yogurt|https://www.edamam.com/web-img/83a/83afc89579b8fffffdbd0536337a5ca4.jpg|http://www.marthastewart.com/333086/homemade-yogurt|http://www.edamam.com/recipe/homemade-yogurt-bc5d228a9768564b1dce88026e02ff8f/yogurt|"{""5 cups whole, low-fat, or skim milk"",""1/4 cup plain yogurt with active cultures""}"|4|117|16|11|0|1|536|326|168|0|1
137|Caramelized Onion Dip Recipe|https://www.edamam.com/web-img/652/65298a3c26438b956dc06553214f6401.jpg|http://www.101cookbooks.com/archives/caramelized-onion-dip-recipe.html|http://www.edamam.com/recipe/caramelized-onion-dip-recipe-f9fe5ce9f9de448b9ed800cab602ea6c/onion|"{""2 tablespoons extra virgin olive oil"",""2 large yellow onions (about 1 1/2 pounds), finely chopped"",""3/4 cup sour cream (low-fat is fine if you like)"",""3/4 cup Greek yogurt (low-fat is fine if you like)"",""3 teaspoons dehydrated onion powder/granulates (salt-free, natural)"",""very scant 1/2 teaspoon salt""}"|4|257|19|7|3|18|302|100|344|1|8
138|Potato, Onion, And Cheese Frittata|https://www.edamam.com/web-img/22b/22b742d74c2e796df1af2cef470e6a24.jpg|http://ruhlman.com/2014/06/it-begins-when-you-make-a-frittata/|http://www.edamam.com/recipe/potato-onion-and-cheese-frittata-0cbde3a32c049709b302918515743083/onion|"{""1 small potato, peeled and cut into small dice (about 1 cup/225 grams)"",""2 tablespoons extra-virgin olive oil"",Salt,""½ onion, cut into small dice (about ½ cup/100 grams)"",""6 eggs, thoroughly blended"",""½ cup/60 grams shredded cheddar cheese"",""Freshly ground black pepper"",""2 avocados, peeled, pitted, and diced (optional)""}"|4|253|10|13|1|18|308|228|337|2|6
139|Hooters Onion Rings|https://www.edamam.com/web-img/616/61667dd72a3757cf095b2604e9b089b0.jpg|http://www.davidlebovitz.com/2013/04/hooters-onion-rings-recipe/|http://www.edamam.com/recipe/hooters-onion-rings-e87345722fe47d56b09a256c0e856100/onion|"{""1 cup (140 g) flour, plus more for dusting the onions"",""or 3/4 cup (110 g) flour, plus 1/4 cup (35 g) cornmeal"",""1 cup (250 ml) beer"",""1 teaspoon freshly ground black pepper"",""1/2 teaspoon red pepper powder (I used ancho chile powder)"",""1/2 teaspoon salt"",""2 medium onions, peeled and cut in 1/3-inch (1 cm) thick rings"",""Peanut oil, for frying the onion rings""}"|4|408|33|3|3|28|202|64|309|2|5
140|Sage and onion stuffing|https://www.edamam.com/web-img/875/87532b7907eb3cfd467646626ec55774.jpg|http://www.bbc.co.uk/food/recipes/sageandonionstuffing_1328|http://www.edamam.com/recipe/sage-and-onion-stuffing-d57605170926278aa4578c15fbdc6c8e/onion|"{""1 onion, peeled and finely chopped"",""1 tbsp vegetable oil"",""1 tbsp fresh sage, finely chopped"",""80g/3oz fresh white breadcrumbs"",""Salt and pepper"",""1 egg, beaten""}"|6|96|12|3|2|4|83|44|109|1|1
141|Dr Pepper Glazed Ham|https://www.edamam.com/web-img/b12/b122a2838790f6fb1bacbf5c01b933be.jpg|http://leitesculinaria.com/21444/recipes-dr-pepper-glazed-ham.html|http://www.edamam.com/recipe/dr-pepper-glazed-ham-c9c111e78f0e9a38271860e25336521d/pepper|"{""1 7- to 10-pound spiral-sliced, bone-in half ham, preferably shank end"",""3/4 cup packed brown sugar"",""1/2 cup Dr Pepper"",""2 tablespoons orange juice"",""2 teaspoons Dijon mustard""}"|44|348|12|31|0|19|598|288|1929|2|6
142|Lemon Pepper Chicken|https://www.edamam.com/web-img/e47/e47606d52c853e0b24c3acf9191f3ebc.jpg|http://norecipes.com/recipe/lemon-pepper-chicken/|http://www.edamam.com/recipe/lemon-pepper-chicken-b43f2afae4a7486a48fd5af9a679b1c9/pepper|"{""600 grams chicken leg – bone-in skin-on (2 large legs)"",""1/2 teaspoon salt"",""1 tablespoon extra virgin olive oil"",""2 lemons"",""6 sprigs thyme"",""black pepper""}"|2|1010|9|72|3|76|1028|688|945|5|20
143|Red Pepper Soup|https://www.edamam.com/web-img/48f/48fbb57eb60dbb9ece0e0139fed093c3.jpg|http://smittenkitchen.com/2007/07/at-last-this-soup/|http://www.edamam.com/recipe/red-pepper-soup-c08ef8075b84ca1a545beb07c8747ccb/pepper|"{""2 tablespoons olive oil"",""3 1/4 cup sliced onions"",""3 large cloves garlic, crushed"",""1/4 cup dry white wine"",""12 large red bell peppers, cut into 1-inch pieces"",""2 cups chicken or vegetable stock or broth"",""2 tablespoons chopped fresh thyme"",""1/4 to 1/2 teaspoon hot red pepper flakes"",""Salt and white or black pepper"",""Crème fraîche for garnish"",""Thyme sprigs for garnish.""}"|6|207|30|6|8|7|899|133|1130|2|1
144|Pepper Gravy Recipe|https://www.edamam.com/web-img/626/626b444afffe32fe0a38ab8d78289f0d.jpg|http://www.seriouseats.com/recipes/2013/01/sauced-pepper-gravy.html|http://www.edamam.com/recipe/pepper-gravy-recipe-b4ed4222daa6c4ed707c1ecc87e04681/pepper|"{""1/4 cup bacon grease"",""1/3 cup all purpose flour"",""2 1/2 cups milk"",""1 tablespoon coarsely ground black pepper, plus more to taste"",""Kosher salt, to taste""}"|6|167|11|4|0|12|157|95|275|0|5
145|Pepper Tuna|https://www.edamam.com/web-img/39c/39c5be2019759f136874ea27ffa07f73.jpg|http://www.cookstr.com/recipes/pepper-tuna|http://www.edamam.com/recipe/pepper-tuna-242e46f7c617b03dcb7082e0028485f9/pepper|"{""Juice of 1 lemon"",""4 sushi-grade tuna fillets (8 oz/225g each), each cut 6 inches/15 cm long and 2 inches/5 cm thick"",""½ cup/55g coarsely ground black pepper or crushed black pepper"",""½ cup/110ml olive oil"",""Fine sea salt""}"|4|508|10|57|4|27|1203|655|651|3|4
146|Pepper Salad|https://www.edamam.com/web-img/9ca/9caeac1dc34ecf077d8ab590d7e5c52a.jpg|https://food52.com/recipes/4132-pepper-salad|http://www.edamam.com/recipe/pepper-salad-8b4c7170842b719d2a485aedb27cb5b2/pepper|"{""1/3 cup red wine vinegar"",""1 tablespoon kosher salt"",""2 tablespoons sugar"",""1 tablespoon fresh cracked pepper"",""1/4 cup extra virgin olive oil"",""1 medium onion, rough chopped"",""1 red bell pepper"",""1 orange bell pepper"",""1 yellow bell pepper"",""2 baby cucumbers"",""1/4 pound fresh mozzarella cheese"",""1 cup canned black olives"",""1 cup cherry or grape tomatoes""}"|6|223|15|6|3|16|331|119|507|1|5
147|Roasted Eggplant And Pepper Relish|https://www.edamam.com/web-img/a9c/a9c1114d4df5c070555eff58dca75a61.jpg|http://www.sevenspoons.net/blog/2009/2/27/tongue-tied.html|http://www.edamam.com/recipe/roasted-eggplant-and-pepper-relish-2c7ce77898ee26e556a8d74d1ffc747d/pepper|"{""4 x red bell peppers, seeded, cored and sliced thinly"",""1 medium eggplant, cut into 1/4\"" batons"",""1 large onion, halved lengthwise and then sliced very thinly"",""1/2 cup plus 2 tablespoons good olive oil, divided"",""1/4 cup good quality balsamic vinegar"",""1 tbsp capers, drained and chopped"",""2 x cloves garlic, minced"",""2 tsp minced fresh basil"",""sprinkle of dried red pepper flakes (optional)"",""salt and freshly ground black pepper""}"|8|202|11|2|4|17|330|41|405|1|2
